text,class
民生免息期最长才48天？,0
别的什的我不知道，我朋友平安35k冷冻一年没用什的，直接降到3k,0
不好意思，没看你前面的逾期时间，楼主千万别，，只要你人在就有希望，赚钱还啊，我朋友生意失败，银行贷款百万还不上，家里房子都卖，也不够还的，还,0
我被忽悠办了的信用卡，额度为一块！,0
除了银行就只能是正规的网贷平台比较低了,2
这个用了会黑屋吗？有没大佬知道，会不会有啥啊，心慌中用啊,0
太让人无语了，早点给结果算了，特么想要折磨,0
撸。业绩。你哈哈。。结果反撸，被坑了,0
这样的话，看能不能跟银行协商，开非恶意逾期证明吧，不然的话，估计难批。现在是真不好说，被拒的可能性很大...,0
参考它行卡的，招行啊，浦发啊,2
银行也那么怕投诉到银保监会啊,2
来签到了，薅羊毛很开心吆喝啊,1
办下来有什么作用？这些不是得卡里存多少钱才能开么,2
爆通讯录了吗，太恶心了,0
去申请了借呗，花呗，金条，白条，白眉林乐啥的都借过，征信应该很花，但是不会一笔退费记录保持的还是很好,1
楼主在哪办的E招贷？,2
昨天4月4日逛论坛，看到建设银行区，突然想申一张。就在,2
卡会员上门。效率高,2
民生要求挺高吗，，，黑户也能过？想送人头,0
中行二卡不都不查征信同额秒批吗。你注销3w的卡，再申请二卡不就9w又下来一张了,2
"更新8,000cc以上硬币不等于100e卡。不知道下次什么时候发货",2
擦我哥。如果能提，就全提。手续费再说,2
广发卡一年了正常用每个月日均四五千，额度四万二，一年都没提额显示不符合条件为啥,0
看我的，建行的信用卡还是秒批,2
需要PS直说，的的要啥时间就啥时间，技术还是不错的,1
我就六个月比较多,2
信用额度广发额度提的快！,1
这东西只隔一层一，纸捅就破。难免心直口快。有时候被说心的凉凉的,0
外催打骂的吧，态度恶劣,0
是的，我，但我怕以后不会怀恨在心。卡,0
刚给客服打电话说没卡还这个正式。？他到处宣传还，正式发布没坑啊,0
中国银行这么好下上海分行？,1
靠，白金卡还有这福利生日快乐我特么白金就只有一句？，早知道办个金卡了,0
中行也是纠结的点低就是额度，,0
具体怎么用是刷出自动分期还是,2
建行很看行数越早下越好建行手续费收入感觉也挺慢,0
名额这么贵吗，那还有啥意义，坑,0
网申p标白下了1.8W。连买个全幅单反都用不了…服了…,0
我18月底协商的也是一分不少，然后我就一直到这时候没管了……坑不坑,0
都说中行好多，记仇人都在说,0
到了要削一张吗，注销了安心些,2
这几天也接到了建行让分期电话，的我期分意思期，跟他说5000，31.6，12意思。快两年了还没首提，心塞,0
幅度不是太大，一倍多点1万到2.5万。也行了,2
单标有我了，最近visa双标返现活动好,1
广发除了有优惠之外没啥可取之处，积分不能兑换东西，还款日还没到就开始疯狂给你打电话催收，客服态度也贼差，至今还没在广发遇到一个态度好的客服,0
说的的确是，可是你建议怎么操作呢？取消预约分期？还是还清了冷栋它,2
难道是工行睡眠卡会降额？,0
咋办啊我拖欠半个月了，真的太难了,0
我一会儿今天第一天！以前让我分期都是95559电话！号这电话跟诈骗今天似的，还是一变！,0
1号开户成功，还没发生。招行的这速度还可以吧,2
很低了，额度依然卡到,0
你这个是信用卡，不还钱一直不协商，肯定银行要从你工资扣了，在不解决你的卡就冻了,2
你的现在有消息了妳吗？我等的好焦虑啊,0
如果有推荐名额，就有邀请，不管是重复还是单身，已经有双保险了。你就不用担心了,2
第三种不占的最坑，不全还完几乎不会提，这里不是很多这种帖子,0
先出审核完成再跳审核已经拒了,2
可能放假的事，我工商也在这几天停更新了,2
没必要吧，刚审下的卡注销再申，恐怕不是太好，稳妥点是保留手上现有的，申下分期卡再说。审下后不能曲线再注销稳妥些...,0
招行500多，给说撸羊毛还我。不好是想要它家白金卡都不够格。招行信用卡不你多，一年最少最少3、活动羊毛有的,1
你申请的是哪种分期，我申请的信用卡分期跟你这页面不同，也没出现过预计分期这个栏位,2
老哥，打客服问问具体卡在哪一步了，等的好焦躁啊,0
还有贷后管理。很多人害怕，不理解。,2
不稳，我去普斯陶了个人头，后续各行血崩,0
卡额度上限是什么意思啊，比如卡额度1万，刷了5倍的商户，最多到5万积分还是只有1万呢？,2
如果有很多资金，还是得在电脑上做。?普通手机做,2
额度6万之前，同样的工具，同样的方法，招商的提额速度比中信快很多。,1
动不动就银监会投诉，每个银行甚至有自己的风控行业标准，投诉银监会也管不了，你确实约6次了，你这种甚至属于无理投诉了，不但无济于事，还会引来笑话...,0
不用担心黑房子，好像黑房子还在提金额,0
电话录音然后到时候提不了就投诉,0
建设银行难道是工行睡眠卡会降额？,0
不错不错继续好了固定跟着出来,1
我就先中行房贷?了用?首卡批4000??我说啥了??连销了几次??现在预审批都没了搞不好系统记仇了??房贷现在都还11年了??这又搬预审了20砖?此时此刻?虽然3个月后是骡子是马到时候就知道了了要...,0
账单确实没招行的明朗、显示最优还款0、就证明当期已经还了??、多还几次就清楚了,2
卧槽保证谁敢给你这…脑子有水吧,0
我是刷一万?20-300?返结果是20，太坑,0
兴业不错,1
不太好过，我办之前有工农新建中邮，第6行推民生，申请过了5天才电话征信系统，问的很简要，同日过了，下卡3万，因为去年疫情过了1个多月才出去网点激活，5天后自动提额到3.6万，就...,0
基本上无缘，了以后都不批，更不要提额度啥的,0
我是今天第一天！以前让我分期都是95559电话！今天这电话跟诈骗似的，还一变！,0
草，为啥我3+1翻车了，我每个月500多的消费！有2.5倍临时没用，然后什么都有。负债也低，翻车我咨询客服，说我额度使用率低不给提？??那看你这那个客服不是明显扯淡么？...,0
再接他电话了，会烦死你,0
兴业一下子给我再升了5千上限，之前给我打电话让我分期付款，我没分，再然后就给我降额了，呵呵,0
招行好，我的了是招行，中信被倒过一回也果断注销也！,1
我也是。?问客服是系统认可的，提金额不一定成功！我还收到了电话邀请,2
这是什么意思？只是提醒？邮政储蓄也太草率了吧,0
不到3W就会消失??需要?太坑了,0
。我讨厌，基金搞了好久一会都亏，哎,0
没打，只是额度不理想,2
我找到了，这辈子第一次卡。?额度竟然只有3000,2
哪个卡种？,2
其实你应该感谢浦发降薪，继续发卡，多欠钱,2
兴业一下子给我降了5千额度，之前自己之前给我打电话让我分期，我没分，再留给然后就给我降额了，呵呵,0
也不一定。我卡都5张了，还有借呗，信用卡都用了不少，也没说多头授信,2
兄弟你不仅看下是哪个电话打过来协商的，我也工行的不协商啊,0
本人近日误入广发银行的坑，以此教训‼️建议大家以后慎入广发银行信用卡‼️‼️,0
今天招商又给我打电话了，说道还是分及48期，我没有同意，我说道六十期，前面两年一个月少还点，后边多还点，招...,0
拉著不错不错，继续刷好了固定也跟着出来,1
打上海银行纠纷中心求助-55369653021吧,0
浦发银行浦惠久久利率还是不错哦的,1
为啥呢，我交费还是比较顺利的啊,1
没有固定额度一说，只有“永久额度”和“临时额度”,2
前半年6个点，前半年疫情开始就是4个点的良心利率。好像中行有房贷的直接能批，不像浦发银行快贷极易套路。在一年中随意支用，最好的地方是就在有效期一年内的最后两天支用，都还...,1
哈哈，恭喜，反问你说的提额到5000发帖的老哥就是我,1
征信有点，养个半年再申吧，可以申请招商。好下卡。中信铁公鸡没，。,0
当月帐单只有五百多块Royans也有客服打电话让你分期，可以想像中中信有多差了么？,0
那民生完了，所有钱今天全部梭哈了，全款买房了。还套了近10万的卡。不过我近期也想试一下，我不用做房贷了，征信也不那么较真了。...,2
兴业银行就很恶心。我找了上海银监局，兴业银行哄我撤销再谈，结果我中套了,0
俺批了两万美滋滋。十多台。,1
我3四号就通过了，今天25，更加想骂人。。。,0
去年10月26日出现了预约帐单分期可提高固定额度35000，我就提了，到现在为止一直没有临时，更不要说固定，用卡我一直都是同样的方法，是不是那个预约分期就是这样呀，还是...,2
我的只要身份证，去窗口她让你当面拆封信用卡，签几个字，就ok了,2
华夏这么低啊？真没见过啊,0
不是工行的短信，话说县城居然没工行？啥地方啊,2
标白感觉有点坑，我4W4多少年没动过了,0
招行京东还是支付宝最稳，动物都没他靠谱，天书太牛逼了,1
我是15500，他说以至于今天不还就起诉我，网贷坑人啊,0
大妈我被拒绝了30多次然后批了3000,2
京东小白卡业务员不要上门吗？,2
能准时3+1的都是好卡,2
插个楼现在审核帖子好慢啊我这个电话办卡的是不是凉了,0
我也是不明不白掉进了广发这个坑，本金信用额度41000，最近才发现说我欠7万多，有3万是分期信用额度。我完全不知情，不认得怎么廉夫...,0
给了临时就离固定额度不远了，不要用临时额度，等3个月。就可以提额。,2
收卡地址所在的省份，个别省有的市不归省分行管,2
招行不知道交通有过一笔外币的欠款忘了还了逾期4天打电话过去，客服主动告诉我不会上征信不用担心,2
我媳妇的0额度销卡，后一直申，第31次下卡8000,2
还有这样，心累,0
华夏这么低啊真？没见过啊,0
老是查征信，以后要是有什么需要贷款的找其他银行会不会贷不了，反正我感觉很不舒服,0
正好，厉害了，买基金，一个月就赚回来了,2
贷后管理和贷款审批信用卡银行不一样，不影响的。贷后查询频率，审批不同罢了不同不喜欢就销卡，标题党没意思,0
刚打的客服，卡片这张卡还没有也发行，即使通过了，正式不会收到说，坑不坑,0
申请最垃圾，中信，信用卡打了两次回访，现在还在审核中，真恶心,0
用都我小招六七年了都没吧过这种电话，小招真的有警告电话的？分期是不会电话她没听出暗示接到？,0
阔以，三个月一提吧，但是也要看你刷的频率吧,2
没什么，积分不算丰厚当然冲个话费什么没问题海淘的话据说建行比较要不要开主要是看额度如果你觉得额度侮辱你的就别开如果额度还行就开吧,0
0.5高了，相当于每天万三每星期的费率！,0
招商银行就这尿性先忽悠金葵花然后再继续忽悠把别的行资产投资转移到招商，，阶梯式忽悠,0
还有一个月就知道能不能3加1了。目前9行，销了一个,2
中信银行，垃圾中的战斗机，名不虚传！,0
你都十行卡了??建行卡无望了,0
我想问这是白金卡啊，23岁申请好下不,2
我浦发销卡两次，间隔一年半，现在不都怎么批卡了怎么破？,0
可以刷，不给刷可以投诉他，保留好发票，降额了可以投诉银行，我一个买家交住院货款4万隔了3个月底银行降额，投诉成功，因为他这张卡都是真实消费，我们数以百计银保监要求银行Chhindwara...,0
第一次遇见啥…搞不懂这…情况，心累,0
我的支付白还在审批,2
招商银行的积分更好用,1
中信的利息的有名贵,0
对，我也了到我掉?0今天给客服打了电话?据说看到了几个点，不可能恢复,0
工商银行的信用卡是经典信用卡热度的常青树，在工行区的讨论1也是常年TOP中。,1
还有我觉得苏州的银行都很多事，各种刁难外地人,0
太让人无语了，快点给结果算了，特么折磨,0
贷贷真累.以贷养贷.活着相传。,0
过了12点看到的，推荐固定从13变成11了，推荐临时从16变成14了，额度都是挺高的,2
厂商的金融利息是低，因为有补贴，为了更好销售车，从其他地方赚你的钱啊。,2
降额了大妈常规。慌没用,0
楼主，怎样激活的？我也出啦额度，但不知道怎样激活刷出来,2
我其他信用卡都还完了，就是兴业的还了还没多少，税款野草啊，我说分期付款最低还款，也直接给我据了,0
建设银行的积分更好用,1
微信关注深圳信访??我要写信，开心一下,1
高有屁用，就好像借了不似的！,0
招行支付宝最稳，动物都他靠谱，天书太牛逼了,1
卡员上门拍照你咋过的啊为啥？好心慌,0
权益是逐渐增加啊,0
最好网贷卡还信用。不用还,2
再申个试试.我申请了招行的星座卡不俗哦,1
主要是办理金葵花还是3596尾数，起码要四连号或者四同号之类的吧,2
不比你低，能负债的都能提前还完，自信点,2
世界史原因导致的，之前我身份证被移动纠偏了，没办成。现在已经出黑名单了，我得去过个户。几烦人啊,0
季日均，这砖一个月就行了，开心，季由哈哈哈,1
因为我希望还是?工商银行?比较靠谱的吧,1
好提，十个月就有惊喜,1
二卡走的无卡通道。。不知道有没有戏。，。额度低点都可以,2
我也想申请，招行的活动蛮多,2
好像不要管理费一样，各种卡办起来，工商，兴业，建设都办起来吧,2
我中信的时候也是回访，一个个。当时，,0
中行是注销后再申的吗？,2
用中行的非常稳妥,1
我感觉不会，之前也用过，该的就给提，额度还是不错提,1
这有什么说法吗？不吧是银行官方说么，太坑了应该,0
怎么养法，多刷少金额么？这样额度就会提的快,2
时间长了，民生使用效率很低,0
发送到现在查到了，显示录入，开心的,1
我已经打电话换种，卖了，不能留方式有点坑,0
多生活消费，勤搬砖，提额飞快砖瓦！,1
曲线失败，3卡以致于额度没涨反而跌了一万，恶心,0
我搞了个花嫁卡,2
这卡有什么用，那种没用,0
试试？是不是秒批有？中信必须秒啊,1
不都是直接扣卡上钱的吗,2
推荐的话还是得问问别人想法,2
再接他的电话了会烦死你,0
回家卖房还了债，不能全部还完。我真的是被坑的好惨,0
young卡校园转卡不成功，一气销卡，请问各位彦祖信报多久能显示销卡状态呢？,2
这个分怎么办？?分期都麻烦不了,0
恭喜呀，优质客户,1
鼎力支持身边的人注销兴业银行信用卡,0
5000积分换洗车券，12一张出掉...这是我觉得套现收益最高的。。。,2
你多少额度,2
是啊。我也是佩服那个老哥。我都不知道他一千多万积分是怎么来的。我现在有四十多万积分了。是不是要花一...,2
招商银行的积分并用更好用,1
应该是圆梦金给我的，叫我来做,2
我被骗了！本来以为开证行卡中办理了，就是退给开证行卡中。现在怎么样了？我也开始逾期,0
有可能刷卡没积分，跳码机，银行赚不到钱，给你停了,2
需要养?不会卖卡重申，额度也不错的,1
消卡消户，产生年费！别信通过存钱入去刷卡不良记录这套，明坑小白刷卡费，记录是无法掩盖的，只有还清后5年才能在征信上抺去不良记录！...,0
。我讨厌，根本就是基金搞了好久都亏，哎,0
20块的权益明天就可以取消，??证券账户，需要本人视频认证的，应该没有开通吧。,2
网点可以制卡？,2
对，就是骗我。没有固定单位工作？在深圳你是,0
不错不错我只1w3左右但愿也能早点刷出早日批卡,1
带发工资呢，那我的工资不会被扣了吧太惨了,0
手持经典白高兴印象中权益除了用了两次2+，300-3次银行休息室充分其他时间真没怎么险使用，上周江浙飞机晚点取消的多，我也赶上了，晚点8个小时。报了。。，一周多一点也，赔付到账延误，高兴,1
微信关注成都信访??我要写信，开心一下,1
我投诉的是银监会，然后昨天招商银行投诉维权部打电话给我询问,0
真的是一秒钟，我拒绝，同事秒钟超过2.1万，比我还欠债。,2
确定，之前用过说还打电话给我，，我，过几天给，然后没后续了索要银行坑不坑,0
这不会被非柜吗？浦发果然是不行啊,2
哦哦哦，我的银行的就还可以哦,1
好蒙，半年就有惊喜,1
确实，杭州不太看中信用卡，卡片基本都是终免年费的，不过基本也没什么活动，不过别连着申，过6个月再试试,2
我5万额度，5w挡,2
平安不能撕,0
不用担心，你去面签后。下卡出额度了直接小招不一样，面签幺蛾子那么多没。,0
农行没信用卡啊,2
这会害死人，阿信会一期一期扣回去，没还清之前信用卡不了额了,0
你好的你请问取出来了吗，我的没有，心烦,0
看心理平衡多了。。。我只有流水，预审，始终卡,0
不是随便刷么。偶尔单笔超额也不行啊,2
主要是那天改过预留信息之后才填的申请，加上最后提交申请时一直刷脸失败，选的面签，会不会是因为这些原因？,2
问题，我一个准信誉度的人家给开吗？额度肯定很低吧,0
没有权限，我是钛金卡,2
一年5次申请民生，全部拒绝,2
美团有很多合作银行，我的是青岛的！,2
等三倍3000，我也是提吧，好无奈,0
负债太高，不是卡的原因,2
恭喜说真的提鹅,1
棒棒哒??你是谁写疫情的原因么??我现在不够也逾期了??也想这样做??也不知道可不可以??希望你能指点下写出谢谢啦,1
楼主，从哪里申请的？这个额度童鞋喜人啊,1
我都没申请他信用卡，只有一张银行卡也查，还信用卡审批，准备明天交涉去,0
这是咋回事。主页也没了。,2
如果发送号码正确！那一定就是开心对了，太开心了吧,1
招商银行羊毛多，接办了信用卡可以薅更多,1
我其他信用卡都还完了，就是还了没多少，利息疯长啊，我说分期最低还款，也直接给我据了,0
多少钱的车才能进件,2
哥超柜是啥意思，不明白,2
不错了年龄那么小就有那么多卡就不错了，好好,1
一般、内企业万世界500强，中层干部以上。50体制年薪加持。额度会低么,0
直接推，但是农行现在废了,0
金卡也6w封顶啊,2
民生唯一的优点就是额度党拿来TX，活动没活动积分没鸟用，连额度都没有了还要它干嘛？,0
卡没，开始小气,0
银行喜欢，你多撸多提额。,2
中信申请我的时候也是回访，一个个拒绝。当时，,0
就这种的建设银行的基金就很给力，,1
老哥，这个道理我都懂，就是难啊，家家有本难念的经。不知道就3个月最低能不能了，四个月能就上25000。,0
我昨天申请的才刚拒了。如果负债高，翻查多信用卡账户也多，就不要去碰瓷了。我打电话问的。这玩意，资质好的秒过，一直不好的别去尝试了。当期，又特么浪费那次翻查...,0
这都要仅仅拒，贱行真是个奇葩行,0
嗯，这点感觉建行系统好落后啊，其他银行好像都是立刻可以看到,0
就是我了招商银行信用卡的，欠款4万多，每个月罚款近3000，打电话不给办理分期，迫得去借高利贷,0
我基本不去查征信，很久以前并无查过一次，看到2015年两块钱还是多久起码的网商贷记录还有，信贷业务妈的贷款几十块几百块记录详细描述一大堆，我都无语了。应该是没有什么小贷的，只碰过京东啊借呗网商...,0
有水可以下去,2
没多大的用，我上为过当,0
上个查是到啊月6号，刚才了又变5月4看，拖4，心累，太难了,0
这坑货是这样操作的，金用之后加到固额上，然后有段时间还恢复的还是叠加固额，没有回收和减少。然后就开始一次性搞但是我也被搞了但是2...,0
你等了几天发现没积分？入账要二三天，,2
昨天申请的，还没批??估计凉凉,0
想因为我希望??工商银行还是比较靠谱的吧,1
垃圾招商银行。我是被拒了隔壁民生开了张万的。,0
对，当时没看懂?只是晚了几天?忘记还了，打完,2
申卡的上面都那么写的，但是我就担心四大即便不负责任。。,0
了查能见到，小地方只有是不是网点，问经理了不会可以去面签，不知道一个又坑，说面签出门拒吧:L,0
建行真是快贷个好东西！,1
泪目啊，我2k的时候直接销了，注销舒心些,0
再申个试试.我John申请了招行的星座卡不错哦,1
。功劳主要看你的资质，楼主优秀！,1
建行给了临时先试试能不能提固定，最简单的方式就是短信提额,2
没有Edward黑3年多？出来从0开心，心累,0
负债不高了美团5000还剩2期总额1800支付宝借呗花呗4月时份结清后注销了招行17000额度使用3000工行20000额度使用800,2
秒出结果啊，再说乐分易是邀请制，没有邀请绝大多数都是拒绝,0
奋斗信用卡（专属版）是大白金，不是简约白金，这个卡刷15笔免年费…,2
现在房贷利率好高啊！本金利息都够三十年了,0
楼主我的也和你一样，你后来能不但提了么，焦虑,0
是历史不能超过三笔，还是未结清不能超过三笔,2
卡员要上门办卡了，也行，这样额度可以高点,2
中行就那么麻么？,1
我即是都是秒批，很惊喜,1
恒丰3k,2
还是你提的哇?只是不满意,0
惨，吓我很低跳，我进去看了临时还有。不过额度一没意思,0
我等了17天了。了能。。太慢了,0
明天就到了，兴业的效率确实可以,1
主要是你太优秀了，人工审批的那个没关系还是小姑娘看你不迷糊！你这么好的资质申请个毛的信用卡！所以拒绝你了,0
他赚3600。别问我怎么知道的，我就普惠前员工。M197太坑了,0
我也不能分，月月撸空全额还款，上个月也参加活动了，撸了260就当手续费回本了,2
名字叫什么，在哪里申请呢，我看额度还可以啊,2
什么资质啊？？？有预审批么？,2
我工行，让，六年了，现在八万还二十一万多欠由于是正式工，吗我薪金卡锁了，怎么办？有类似的情况把？,0
当月帐单只有五百多RMB块也你客服打电话让有分期，可以想像中信有多差了么？,0
我的临时前几天没了，啊,0
去年把招商储蓄卡销卡了，后面就不给我办了,0
上次提还是4.30号，额度还比较满意,2
吓死我了，赶紧全部分期二话不说了，分了9没有期，就算降了也不至于缓不过来,0
咋办啊拖欠半个月了，真的太难了,0
都是年了。这额度怎么这么慢,0
打电话建行，1个多月未还年底，建行上海总部打电话过来协商还款，3年还清，不用息，但是卡给注消。,0
年费，如果是普卡或者金卡，通常可以通过满足一定的刷卡次数来减免,2
是的我也是这样感觉觉得，资质可以就能申请到不错的额度,1
中行老油子申同等级卡都是共享，没有曲线一说,0
建行双标返现，线上消费算不算？,2
民生没过兴业估计够呛，我总觉得这两货，是一起的……,0
理论上不是发卡以来，个人怀疑一年左右，仅供参考,2
不会。我之前买了她们的基金被坑了,0
问了个中介说他有具体措施把快贷申请下来，我不是很相信,0
不啊，都没有，招商还给拒了，还是白户，很气了，招商狗东白卡不上门据说,0
这么替惨啊，我就是工行app给我推荐的，我才果然申请的这个，看着还好丑,0
降额逾期，不能上演?,2
正常是50，兴业的哈,2
兴业23.8k,2
你咋不问问我呢？了让我三年从8K到149K，太开心了,1
确实的卡,0
总之是拿来买基金啊，白嫖多香。,1
已经卡联系我了，开心,1
人能这不科学，一般人浦发信用卡都是3万额度起呀,0
开不开，那就看你忽悠人的本事咯，我是在这个网点开的，全程无刁难,2
感觉期数比较长。你每个月还有一万多没意思,2
建行额度是万年不定的，后悔办卡太早，结果现在只有2万还是前一个多月搞个蝙蝠白才有的，之前十几年都是一万。,0
这就是了办理我招商银行信用卡的后果，去4万多，每个月罚款近借，打电话不给办理分期，迫得欠款3000高利贷,0
我是五卡秒批建行，六卡秒批工行。,2
兴业非常讨厌高负债，所以到家的负债一定要控制在50%以内。,0
拿到了，信用卡额度拉平，然后当天还，用信用检查，,2
我有张还的，额度上海交大挺高,1
业务员来办理，就很快的,2
招行值得办的卡,2
时间短，或者近期要求过提额度的，系统自动显示就018,2
我建行卡上学时候办的，到现在十年了，5千额度没提过,2
复率大概年息32%，建议不要借吧，我之前借了5W吧，分36期，借了分便就掉坑了,0
我卡星加常年10存在小砖，他拒我76次，最近一年流水大概700多万吧，出来见过那个预审批，没，我还是白户呢，应该不估计4多问题额度也没有贷款逾期，申什么拒什么，几个没人...,0
抱歉！您需要有当前无法通过网银调整账户额度，右下角如有需要请此时此刻致电卡片背面的信用卡客服热线。ErrorCode[CL053E]。因您近期消费较少或已调整过账户固额，目前暂无法资金规模调整固定额度。...,0
开具结清证明也行的。这样就可以把卡注销了,2
用了一年多了，，5.1提了一次给了6000.临时给了1.5，，，出账单后临时有给了8400..叫我取消了，，，不知道以后还给吧目前招商额度成负数了...,2
要不隔半年再试试。到时候额度会高些,2
老哥，我的也是哈哈哈，推荐10k不敢送人头。征信又黑又烂,0
激动，刚秒批KMH了菜金卡5k！我刚看了手机银行预审批2.6w去申请了秒过1.3已经此卡到卡了，2年前交通3.6过来逾期！笔记型电脑去年也申请过卡秒拒...,1
乌鲁木齐的吗？乌鲁木齐我也是啊，额度还是很满意的,1
不知道啊，什么都没有，会展主卡还给拒了，还是白户，很气了，会展鸭子东白卡不上门据说,0
我是扫码一万返20-300??结果是20，太坑,0
最好多老铁都下了悠然白，你二卡推悠然白应该好下！,2
嗯，这点感觉是系统好落后啊，其他银行好像都建行立刻可以看到,0
欠钱不还难道不是活该？没有还款能力还敢大笔花钱，摆明了相当老赖,0
招商55k(小黑，2年了),2
48期应该可以了，我的招商本金6百万逾期2期了的确没有协商成功,0
制卡成功手机app进度是显示什么,2
坏天气坐火箭你就不觉得坑了,0
早听过这方面的套路，不是我的卡，是我老公的，她在短信通知的热情推销下不懂就买了，但反复问了三四遍可以提额吗，短信通知说六个月后自己手动提或者打电话提...,0
业务员上门来办理的，非常方便,1
请问一下去银行被推荐了全球支付一类和放手全球热购一套，是不是被套路了，还在犹豫是否激活中,0
全球支付金卡的金龙好看,2
不懂别瞎说，这个只需要云自助扣款就可以抵扣了，元旦的时候我兑换了云自助奖赏在华润苏果超市买了个炒锅,1
互联云闪付比这个麻烦,0
可能给原油宝整的大伤元气送给，缩减营销经费了,0
我逾期4个月老哥你逾期多久上门热蓬不见如果没事吧怕去老家那个地方就丢脸了妈的,0
广告发，中信天天而已,0
为什么五天了不出结果必是呢，可能是黄了，招行就是坑,0
:H的确没想到中行也是这种套路,0
手续费挺低的。,2
可以冲白金吗,2
碰不能平安,0
10行卡已经不少了，你有没有发现，卡多了提额困难？,0
哭T﹏T太伤心了，我的一直没批下俩啊,2
需要什么条件，复旦在职证件？,2
有短信。等招行官方的短信吧,2
行数多了下来也不也，太多行提额不好养，我了注销不会提的行开始,0
华夏有砖吧,2
好像确实不需要了。U盾只有申请信用卡时用了次，不用上网点激活。,2
走无卡通道申请二卡，多搞点卡,2
双标卡都是没有芯片的,2
谢谢您的回复，距离最后一次取款已经3个月了。?大概是翻车了,0
现金分期最多可以分5万，也不是说每个人都有10万,2
和银行打电话协商，这种银行会理解的，满意吧，开心点,1
进过黑名单就别试图洗白了，中国银行多了顺便了，不在一棵树上吊死,0
你也写的邮政银行？,2
浦发信用卡可以开通云闪付、苹果支付、华为支付、小米支付支付方式还挺多,2
争取早日毕业，早日拿到招行的卡,2
不在黑屋也不提了，有毛用，想注销了,0
养傻傻的还农业银行流水,0
民生不是很高吗？、、黑户也能过？我想我的头?,0
额度太低了，小贱手续费收入太难了,0
哪里打过来，最近有几个010的电话都被拦截。该不会是浦发打的吧,2
问题是怎么解决5万以上的后续问题呢？达不到10万都是弟弟，至少工商有大概率可以获得10万的，建设的话，大白山有点累...,0
这个客服，我经常被交通银行不算什么电话轰炸,0
二星用户，交通银行狗日滴，啥时候升，建行小姐姐,0
多少利息？月0.45吗？,2
水利建设还是很香的，,1
我打客服电话问了客服很多人说储蓄卡被了，我的也是和你的一样，只能去柜台了,0
领券分期还可以全免手续费！,2
或者说银行主管解决了他。浦发这么嚣张的,0
可以多刷，刷到80%额度时。立即还完中间隔一天其后继续刷视觉效果也不错！,1
:L查第一张卡还是让去面签呢，要不要再去送个人头,2
我的反正批了，没有任何为难，就追问了一些简单的难题。。。,1
菜卡多！,0
估计不影响，我去年办的还房贷用工行之前首付办理差点，就，了中信的新快现，分了12期，贷款也过了,1
够呛了，我以前就这样，额度低，都不想Shaun,2
请问银行建行还有哪些除了不喜欢多头授信的啊,0
两年前，想去长隆玩，申请了工商银行的长隆信用卡,2
去嘛申请了了有借呗，花呗，受理金条，白条，分期乐啥的都借过，征信应该很花，但是没有一笔逾期记录保持的还是很好,1
信访是哪个？哪个网站投诉的，完全事实上没有作用吧，搞的人心烦,0
4000大洋一月的装逼费用，有点不服气吧,2
大山白不好推，要么硬资质或者砖，以前砖达标不是难事现在已经没啥砖了，或者额度达到8万申请二卡就...,0
行多了也不好下,2
没卡吧？没卡号，你怎么扫呀？,2
但限额严重啊，有密码器的时候还月限五万、日限两万呢，有了盾，大堂告诉我说有了这个日限500w，让我妥善保管,2
"老凡尔赛了,华夏40万苏德额度",1
显示已用信用卡叠加额度！实际显示现分2倍加信用卡额度！例如我老婆的是11k用了现分36k，征信显示民生信用卡83k,2
NND，才我8K是打发要饭的呢。。:Q:Q:QQ破兴业,0
想不错提额方面有什么心得体会吗不错学习一下,1
有2.5倍一般到时间提比较稳，比例比较大，不到2倍也有提额的，可能晚一点点时间，比例小一点而已不用担心！,2
广发分期套路太多了,0
现在查到了，显示录入，开心的,1
老哥，你这个授信批2w叫放水？别误导人,2
是，我对50k，满意了,1
垃鸡已经被很多行都熟了，换新嘿嘿嘿，小额多笔。,0
坐标西安小额工商最低3%。如果抵押四大行最低3.85%-4.35%,2
开撸B卡可以参加云闪付数字卡礼遇活动，10元还款券+30元支付立减券+四张视频季卡参予一张美滋滋,1
只要不逾期，倘若账号多少没有任何影响，只是对于强迫症来说，一个热衷人不只是喜欢申请太多卡，否则手机下面的应用太多，招行用招商银行交账号不好。按照这个逻辑，钱，,0
和批次5k，用的是彩蛋，开心啊,1
相当靠谱，信用卡起来羊毛薅的,1
同款待遇，我去说卡额度低25000，能不能申请提额，大堂经理傲娇的告诉我，日均500万可以办理，哈哈哈哈，贫...,2
提额用没什么照样拒绝,0
等自动开通就行，额度基本和信用卡共享，申请还有可能送人头。,2
资质齐全念过书，交通银行喜提20w,1
用中行稳妥比较的,1
只有中行可以换？？？,2
不能平安碰,0
好坑啊??多背而要40万负债??加五万信用卡授信??再办卡??办贷款手机卡储值卡房贷都会受影响吧？,0
不会养?需要卖卡明确指出，额度也不错的,1
根本没有什么活动。大武汉ok金卡，大武汉ok白金卡，在使用过了以后，都已经销户。,2
刷卡不用微信可以吗,2
工行没有宽限期吧，最好人工问一下,2
小事儿能判刑无法8个月？网贷坑死人啊,0
